title,link,summary
Vương quốc hình thành và sụp đổ do biến đổi khí hậu,https://vnexpress.net/vuong-quoc-hinh-thanh-va-sup-do-do-bien-doi-khi-hau-4631026.html,Sự thay đổi về nhiệt độ và lượng mưa trong 200 năm ảnh hưởng mật thiết tới quá trình tồn vong của vương quốc Thổ Phồn trên cao nguyên Tây Tạng.
Biến đổi khí hậu dưới lòng đất làm hư hại các công trình,https://vnexpress.net/bien-doi-khi-hau-duoi-long-dat-lam-hu-hai-cac-cong-trinh-4627965.html,"Việc môi trường dưới lòng đất ấm lên, giãn nở và co rút, gây thiệt hại cho những công trình phía trên vốn không được thiết kế để chống chịu."
Những người đồng nát nhặt từng mảnh ô nhiễm ở Zimbabwe,https://vnexpress.net/nhung-nguoi-dong-nat-nhat-tung-manh-o-nhiem-o-zimbabwe-4911026.html,"Trên khắp thủ đô Harare của Zimbabwe, hàng nghìn người hành nghề nhặt phế liệu nuôi gia đình, giảm ô nhiễm và khí thải carbon trong thành phố."
Choáng váng vì nắng nóng 40 độ C ở Hà Nội,https://vnexpress.net/ha-noi-nang-nong-40-do-c-thoi-tiet-ha-noi-hom-nay-gia-dieu-hoa-cay-xanh-dieu-hoa-may-lanh-4922510.html,"Tôi có việc phải ra đường lúc 12h trưa, cảm giác như đang ở trong một 'lò nung' khổng lồ."
'Tường xanh' giúp chống biến đổi khí hậu,https://vnexpress.net/tuong-xanh-giup-chong-bien-doi-khi-hau-4422778.html,Nghiên cứu mới cho thấy việc che phủ mặt tiền của tòa nhà bằng thực vật có thể giảm hơn 30% lượng nhiệt thất thoát qua cấu trúc của nó.
Tôi ăn chay đúng cách để chống biến đổi khí hậu,https://vnexpress.net/toi-an-chay-dung-cach-de-chong-bien-doi-khi-hau-4610781.html,"Sản xuất một kg thịt sẽ thải ra 36,4 kg khí CO2, bằng với lượng khí thải của một chiếc xe hơi chạy 155 km."
Biến đổi khí hậu có thể tạo ra siêu sóng thần,https://vnexpress.net/bien-doi-khi-hau-co-the-tao-ra-sieu-song-than-4609351.html,Biến đổi khí hậu có thể tạo ra sóng thần khổng lồ ở Nam Đại Dương thông qua thúc đẩy lở đất dưới nước ở Nam Cực.
Giải pháp ứng phó biến đổi khí hậu tại Đồng bằng sông Cửu Long,https://vnexpress.net/giai-phap-ung-pho-bien-doi-khi-hau-tai-dong-bang-song-cuu-long-4604020.html,Tecotec Group liên kết với Nelen & Schuurmans cung cấp giải pháp giúp gia tăng hiệu quả cho các kịch bản chống biến đổi khí hậu vùng cực nam Việt Nam.
Lốc xoáy có liên quan đến biến đổi khí hậu?,https://vnexpress.net/loc-xoay-co-lien-quan-den-bien-doi-khi-hau-4402760.html,"Nóng lên toàn cầu có thể tạo điều kiện thuận lợi cho lốc xoáy, nhưng các nhà khoa học vẫn thận trọng khi nói về mối liên hệ trực tiếp."
Sáng kiến '1 USD vào 5 USD ra' chống biến đổi khí hậu,https://vnexpress.net/sang-kien-1-usd-vao-5-usd-ra-chong-bien-doi-khi-hau-4600434.html,"Nhờ vào việc ""bỏ vào 1 USD tạo ra 5 USD"", ADB kỳ vọng có được khoản vay 15 tỷ USD cho các dự án khí hậu tại châu Á."
Biến đổi khí hậu khiến tầng đối lưu phình ra,https://vnexpress.net/bien-doi-khi-hau-khien-tang-doi-luu-phinh-ra-4392150.html,"Tình trạng ấm lên toàn cầu và sự thu hẹp của tầng bình lưu phía trên khiến tầng đối lưu mở rộng với tốc độ 53,3 m mỗi thập kỷ."
Biến đổi khí hậu khiến các loài chim nhỏ đi,https://vnexpress.net/bien-doi-khi-hau-khien-cac-loai-chim-nho-di-4385745.html,Ngay cả những loài hoang dã nhất của rừng mưa nhiệt đới Amazon cũng đang bị tác động bởi biến đổi khí hậu do con người gây ra.
Biến đổi khí hậu dưới góc nhìn khoa học,https://vnexpress.net/bien-doi-khi-hau-duoi-goc-nhin-khoa-hoc-4381040.html,Khí thải CO2 chủ yếu bắt nguồn từ hoạt động của con người đang đặt ra thách thức toàn cầu trong cuộc chiến chống biến đổi khí hậu.
Mô hình thành phố thích ứng biến đổi khí hậu,https://vnexpress.net/mo-hinh-thanh-pho-thich-ung-bien-doi-khi-hau-4380522.html,"Thành phố có nhiều cây xanh, đài phun nước, vật liệu phản xạ và lưu thông không khí tốt có thể làm giảm hiệu ứng đảo nhiệt đô thị."
Việt Nam cam kết ứng phó biến đổi khí hậu,https://vnexpress.net/viet-nam-cam-ket-ung-pho-bien-doi-khi-hau-4377923.html,"Thủ tướng Phạm Minh Chính khẳng định Việt Nam quyết tâm ứng phó biến đổi khí hậu, giảm phát thải, góp phần vào thành công của hội nghị biến đổi khí hậu COP26."
Việt Nam thúc đẩy nghị quyết tại LHQ về biến đổi khí hậu,https://vnexpress.net/viet-nam-thuc-day-nghi-quyet-tai-lhq-ve-bien-doi-khi-hau-4587495.html,"Đại hội đồng LHQ thông qua Nghị quyết được Việt Nam thúc đẩy, trong đó yêu cầu Toà án Công lý quốc tế ra ý kiến với vấn đề biến đổi khí hậu."
Biến đổi khí hậu khiến Trái Đất tối đi,https://vnexpress.net/bien-doi-khi-hau-khien-trai-dat-toi-di-4366718.html,Dữ liệu hàng chục năm qua cho thấy nước biển ấm lên và số lượng mây ít đi làm giảm độ phản xạ ánh sáng của Trái Đất.
Những 'chảo lửa' nóng nhất trên Trái Đất,https://vnexpress.net/nhung-chao-lua-nong-nhat-tren-trai-dat-4884536.html,Hiện tượng ấm lên toàn cầu và điều kiện khí hậu cực đoan làm tăng thêm khó khăn cho các khu vực vốn đang phải đối mặt với nhiệt độ cực cao.
Tự tử vì biến đổi khí hậu,https://vnexpress.net/tu-tu-vi-bien-doi-khi-hau-4011616.html,"Ấn ĐộRenu Wankhade khao khát học hành để thoát cảnh đói nghèo, nhưng giấc mơ dần xa vời khi người cha nông dân của cô uống thuốc sâu tự tử."
Nhiều giải pháp chuyển đổi số ứng phó biến đổi khí hậu toàn cầu,https://vnexpress.net/nhieu-giai-phap-chuyen-doi-so-ung-pho-bien-doi-khi-hau-toan-cau-4561122.html,"ACIT, Polyco, ESEC, Hawee đã cùng Schneider Electric giới thiệu các giải pháp công nghệ hỗ trợ doanh nghiệp sản xuất tiết kiệm năng lượng, tài nguyên."
Sóng bùn khổng lồ hé lộ sự hình thành Đại Tây Dương,https://vnexpress.net/song-bun-khong-lo-he-lo-su-hinh-thanh-dai-tay-duong-4883530.html,Sóng bùn bị chôn vùi ở vùng biển ngoài khơi Tây Phi hé lộ Đại Tây Dương hình thành sớm hơn hàng triệu năm so với suy đoán trước đây và gây ra biến đổi khí hậu trên Trái Đất.
Biến đổi khí hậu 'tấn công'Ấn Độ,https://vnexpress.net/bien-doi-khi-hau-tan-cong-an-do-4330453.html,"Trong 7 tháng đầu năm nay, quốc gia 1,3 tỷ dân đã trải qua hai trận bão, một thảm họa sụp đổ sông băng trên dãy Himalaya, nắng nóng và mưa lũ."
Trung Quốc ngấm đòn biến đổi khí hậu,https://vnexpress.net/trung-quoc-ngam-don-bien-doi-khi-hau-4331099.html,"Trận lũ ""nghìn năm có một"" khiến người dân Trung Quốc cảm nhận rõ hơn bao giờ hết hậu quả từ cuộc khủng hoảng khí hậu."
Những loài nào thích ứng tốt với biến đổi khí hậu?,https://vnexpress.net/nhung-loai-nao-thich-ung-tot-voi-bien-doi-khi-hau-4564921.html,"Biến đổi khí hậu có tác động không đồng đều lên các loài động vật do nhiều yếu tố như thức ăn, chu kỳ sinh sản và di cư."
Mục tiêu 'Net Zero' của Việt Nam và các nước,https://vnexpress.net/net-zero-la-gi-4796466.html,Việt Nam và một số quốc gia đặt mục tiêu Net Zero (phát thải ròng bằng 0) trước 2050 nhằm ứng phó với biến đổi khí hậu toàn cầu.
Giàu bền vững,https://vnexpress.net/giau-ben-vung-4682719.html,Giám đốc điều hành
Biến đổi khí hậu thay đổi trục Trái Đất,https://vnexpress.net/bien-doi-khi-hau-thay-doi-truc-trai-dat-4266933.html,"Các nhà nghiên cứu phát hiện trong vài thập kỷ qua, biến đổi khí hậu và hoạt động sử dụng nước của con người góp phần thúc đẩy cực Trái Đất dịch chuyển."
Gia đình cuối cùng bám trụ ngôi làng chìm dần trong biển,https://vnexpress.net/gia-dinh-cuoi-cung-bam-tru-ngoi-lang-chim-dan-trong-bien-4876099.html,"IndonesiaGia đình bà Pasijah kiên định bám trụ để bản đồ Indonesia không xóa tên làng Rejosari Senik, nơi gần 200 hộ dân lần lượt rời đi bởi nước biển dâng."
Hàng trăm triệu USD đầu tư ứng phó biến đổi khí hậu,https://vnexpress.net/hang-tram-trieu-usd-dau-tu-ung-pho-bien-doi-khi-hau-4550288.html,Ngân hàng Thế giới cho biết đã đầu tư hàng trăm triệu USD vào dự án Chống chịu khí hậu tổng hợp và sinh kế bền vững Đồng bằng sông Cửu Long (MD-ICRSL).
"Nâng cấp chuỗi lúa gạo chống biến đổi khí hậu, phát thải thấp",https://vnexpress.net/nang-cap-chuoi-lua-gao-chong-bien-doi-khi-hau-phat-thai-thap-4550880.html,"Các chuyên gia kêu gọi cộng đồng doanh nghiệp nhân rộng mô hình tích hợp lúa hiện đại và phát thải thấp, phát triển đồng bộ công nghệ sản xuất."
Việt Nam cam kết mạnh mẽ trong ứng phó biến đổi khí hậu,https://vnexpress.net/viet-nam-cam-ket-manh-me-trong-ung-pho-bien-doi-khi-hau-4548705.html,"Thiết lập quan hệ đối tác về chuyển đổi năng lượng công bằng với G7 là bước đi thể hiện cam kết mạnh mẽ của Việt Nam với ứng phó biến đổi khí hậu, theo phát ngôn viên Bộ Ngoại giao."
Sân bay gần Bắc Cực nhất đang 'tan chảy',https://vnexpress.net/san-bay-gan-bac-cuc-nhat-dang-tan-chay-4877481.html,"Sân bay Svalbard của Na Uy là sân bay thương mại gần Bắc Cực nhất thế giới, được xây trên nền móng là lớp đất đóng băng vĩnh cửu đang ngày càng kém ổn định."
95% người trẻ nhận trách nhiệm về biến đổi khí hậu,https://vnexpress.net/95-nguoi-tre-nhan-trach-nhiem-ve-bien-doi-khi-hau-4534219.html,Khảo sát mới nhất của UNICEF thực hiện trên VnExpress chỉ ra tác động rõ nét của biến đổi khí hậu qua góc nhìn người trẻ.
COP27 bàn về bồi thường biến đổi khí hậu cho nước nghèo,https://vnexpress.net/cop27-ban-ve-boi-thuong-bien-doi-khi-hau-cho-nuoc-ngheo-4532793.html,Hội nghị COP27 hôm nay nhất trí thảo luận về việc liệu các nước giàu có nên bồi thường cho những nước nghèo bị tác động bởi biến đổi khí hậu hay không.
Khảo sát 'Bạn hiểu thế nào về Biến đổi khí hậu',https://vnexpress.net/khao-sat-ban-hieu-the-nao-ve-bien-doi-khi-hau-4529307.html,"© Copyright 1997 - VnExpress.net, All rights reserved"
Sông băng Thụy Sĩ sụp đổ vùi lấp cả ngôi làng,https://vnexpress.net/song-bang-thuy-si-sup-do-vui-lap-ca-ngoi-lang-4893235.html,"Các nhà băng học và địa chất học kết luận một loạt sự kiện trên dãy Alps ở Thụy Sĩ góp phần khiến sông băng Birch sụp đổ, xóa sổ làng Blatten, hôm 28/5."
Đổ sữa ra sàn kêu gọi chống biến đổi khí hậu,https://vnexpress.net/do-sua-ra-san-keu-goi-chong-bien-doi-khi-hau-4524283.html,"AnhCác thanh thiếu niên vào siêu thị, cửa hàng tiện lợi, đổ sữa ra sàn kêu gọi người dân và chính phủ quan tâm môi trường."
Biến đổi khí hậu khiến sức tàn phá của bão ngày càng mạnh,https://vnexpress.net/bien-doi-khi-hau-khien-suc-tan-pha-cua-bao-ngay-cang-manh-4516435.html,"Các nhà khoa học cho rằng biến đổi khí hậu khiến những cơn bão trở nên mạnh hơn, di chuyển chậm hơn và trút xuống nhiều mưa hơn."
Thủ tướng đề nghị các đối tác hỗ trợ ứng phó biến đổi khí hậu,https://vnexpress.net/thu-tuong-de-nghi-cac-doi-tac-ho-tro-ung-pho-bien-doi-khi-hau-4514658.html,"Thủ tướng Phạm Minh Chính đề nghị các đối tác phát triển hỗ trợ mạnh mẽ Việt Nam về công nghệ, tài chính, nhân lực để ứng phó hiệu quả biến đổi khí hậu."
Nuôi trồng san hô chống chịu biến đổi khí hậu,https://vnexpress.net/nuoi-trong-san-ho-chong-chiu-bien-doi-khi-hau-4208151.html,"Trung QuốcViện Động vật học Côn Minh phát triển thành công một số loài ""siêu san hô"" có khả năng chống chịu nhiệt độ nước biển tăng cao."
John Kerry: Mỹ sẽ tăng cường giúp Việt Nam ứng phó biến đổi khí hậu,https://vnexpress.net/john-kerry-my-se-tang-cuong-giup-viet-nam-ung-pho-bien-doi-khi-hau-4507611.html,"Đặc phái viên John Kerry khẳng định Mỹ sẽ tăng cường hợp tác, hỗ trợ Việt Nam ứng phó biến đổi khí hậu khi gặp Thủ tướng Phạm Minh Chính."
ĐBSCL thuộc 5 đồng bằng 'dễ bị tổn thương nhất thế giới',https://vnexpress.net/dbscl-thuoc-5-dong-bang-de-bi-ton-thuong-nhat-the-gioi-4829019.html,"ĐBSCL thuộc nhóm 5 đồng bằng trên thế giới dễ bị tổn thương do biến đổi khí hậu, mất phù sa, khan hiếm nước ngọt, sụt lún, xâm nhập mặn, theo WWF."
Dòng sông khí quyển dịch chuyển về hai cực Trái Đất,https://vnexpress.net/dong-song-khi-quyen-dich-chuyen-ve-hai-cuc-trai-dat-4811640.html,Các nhà khoa học Mỹ phát hiện dòng sông khí quyển dịch chuyển về hai cực trong 40 năm qua gây ra những thay đổi lớn về thời tiết toàn cầu.
Mỹ bắt đầu hứng chịu hậu quả biến đổi khí hậu,https://vnexpress.net/my-bat-dau-hung-chiu-hau-qua-bien-doi-khi-hau-4477028.html,"Miền tây nước Mỹ hứng chịu đợt lũ quét nghiêm trọng giữa hạn hán, hiện tượng thời tiết bất thường mà giới khoa học đã cảnh báo nhiều năm qua."
LHQ đánh giá cao Việt Nam trong chống biến đổi khí hậu,https://vnexpress.net/lhq-danh-gia-cao-viet-nam-trong-chong-bien-doi-khi-hau-4485211.html,"Tổng thư ký LHQ đánh giá cao cam kết, hành động của Việt Nam trong ứng phó biến đổi khí hậu khi gặp trưởng phái đoàn các nước Cộng đồng Pháp ngữ."
'Việt Nam nguy cơ không đạt mục tiêu Net Zero năm 2050',https://vnexpress.net/viet-nam-nguy-co-khong-dat-muc-tieu-net-zero-nam-2050-4868212.html,"Việc triển khai điện gió, mặt trời quá chậm so với quy hoạch khiến Việt Nam nguy cơ không thực hiện được cam kết phát thải ròng bằng 0 năm 2050, theo Phó cục trưởng Biến đổi khí hậu."
10 căn nhà ở An Giang bị cuốn xuống sông do sạt lở,https://vnexpress.net/10-can-nha-o-an-giang-bi-cuon-xuong-song-do-sat-lo-4887363.html,"Bờ sông Ông Chưởng, xã Long Điền B, huyện Chợ Mới bất ngờ sạt lở khiến phần phía sau của 10 căn nhà trôi xuống sông, sáng 18/5."
Dạy về biến đổi khí hậu trong nhà trường,https://vnexpress.net/day-ve-bien-doi-khi-hau-trong-nha-truong-4150593.html,Thiên nhiên và môi trường biến đổi theo chiều hướng ngày càng khắc nghiệt nhưng thế hệ trẻ chưa được trang bị kiến thức và kỹ năng ứng phó.
Mỹ rút khỏi Thỏa thuận Paris ảnh hưởng gì cuộc chiến khí hậu toàn cầu?,https://vnexpress.net/my-rut-khoi-thoa-thuan-paris-anh-huong-gi-cuoc-chien-khi-hau-toan-cau-4841595.html,"Việc Mỹ - quốc gia giàu nhất và phát thải thứ nhì thế giới - rời khỏi Thỏa thuận Paris, phủ bóng đen lên những kết quả đạt được của COP suốt ba thập kỷ qua."
"Mỹ sáng chế 'siêu gỗ' xây dựng cứng hơn thép, giảm 90% carbon",https://vnexpress.net/my-sang-che-sieu-go-xay-dung-cung-hon-thep-giam-90-carbon-4886338.html,"""Siêu gỗ"" là một loại vật liệu công nghệ gia tăng độ bền của gỗ gấp 10 lần, sản phẩm được hậu thuẫn bởi Bộ Năng lượng và Quốc phòng Mỹ."
Áp dụng công nghệ góp phần chống biến đổi khí hậu,https://vnexpress.net/ap-dung-cong-nghe-gop-phan-chong-bien-doi-khi-hau-4470107.html,"Bên cạnh nâng cao năng lực sản xuất và vận hành, việc áp dụng công nghệ còn hỗ trợ cắt giảm lượng phát thải carbon trong các hoạt động của doanh nghiệp."
Ngành bảo hiểm có thể mất hàng tỷ USD vì biến đổi khí hậu,https://vnexpress.net/nganh-bao-hiem-co-the-mat-hang-ty-usd-vi-bien-doi-khi-hau-4468275.html,"Ngân hàng và bảo hiểm có nguy cơ thiệt hại 10-15% lợi nhuận nếu không ưu tiên quản trị rủi ro khí hậu, theo Ngân hàng Trung ương Anh (BOE)."
Vương quốc Tây Tạng diệt vong do biến đổi khí hậu,https://vnexpress.net/vuong-quoc-tay-tang-diet-vong-do-bien-doi-khi-hau-4464162.html,Các nhà nghiên cứu kết luận sự sụp đổ của vương quốc Cổ Cách ở thế kỷ 17 có thể do nhiệt độ sụt giảm gây ra.
Những rạn san hô đang bị tẩy trắng và biến mất,https://vnexpress.net/nhung-ran-san-ho-dang-bi-tay-trang-va-bien-mat-4744954.html,"Một nghiên cứu cho thấy các rạn san hô đang đối mặt với ""sự tuyệt chủng hàng loạt"" khi các dòng hải lưu thay đổi gây ra hiện tượng tẩy trắng trên diện rộng."
Biến đại dương thành công cụ thu giữ carbon,https://vnexpress.net/bien-dai-duong-thanh-cong-cu-thu-giu-carbon-4864712.html,"Ngành công nghiệp thu giữ carbon từ đại dương được ví như “miền Tây hoang dã”, với các startup huy động hàng trăm triệu USD, tạo ra tín chỉ carbon giao dịch ở ngưỡng 1.600 USD mỗi tCO2."
Biến đổi khí hậu thúc đẩy hiện tượng 'sông khí quyển',https://vnexpress.net/bien-doi-khi-hau-thuc-day-hien-tuong-song-khi-quyen-4423967.html,"Nóng lên toàn cầu đang làm gia tăng hoạt động của các dải khí hẹp rất ẩm ướt trong khí quyển, gây ra mưa lớn và lũ lụt nghiêm trọng."
Nồng độ CO2 toàn cầu vượt ngưỡng,https://vnexpress.net/nong-do-co2-toan-cau-vuot-nguong-4895949.html,"Nồng độ CO2 trung bình toàn cầu vượt 430 ppm vào tháng 5, đồng nghĩa cứ một triệu phân tử khí trong khí quyển thì có hơn 430 là CO2, con số không tưởng vài thập kỷ trước."
Khí hậu toàn cầu biến đổi thế nào trong 100 năm qua,https://vnexpress.net/bien-doi-khi-hau-4796505.html,"100 năm qua, nhiệt độ bề mặt trái đất tăng 1,1 độ C, nước biển dâng 20 cm, lượng khí nhà kính tăng gần 28 lần..."
Cỏ biển - chìa khóa giúp chống biến đổi khí hậu,https://vnexpress.net/co-bien-chia-khoa-giup-chong-bien-doi-khi-hau-4069183.html,Các chuyên gia cho biết cỏ biển giúp giảm tác động của biến đổi khí hậu bằng cách hấp thụ khí thải carbon dioxide nhanh hơn cây thân gỗ.
Tập đoàn Dầu khí ra mắt sổ tay về biến đổi khí hậu,https://vnexpress.net/tap-doan-dau-khi-ra-mat-so-tay-ve-bien-doi-khi-hau-4409154.html,"Cuốn sổ tay tập trung bàn về các chính sách, mục tiêu của Việt Nam và Tập đoàn Dầu khí về biến đổi khí hậu."
Hàng chục triệu người châu Á có thể mất nhà vì biến đổi khí hậu,https://vnexpress.net/hang-chuc-trieu-nguoi-chau-a-co-the-mat-nha-vi-bien-doi-khi-hau-4434200.html,"Báo cáo được LHQ công bố cho biết 143 triệu người, 1/3 trong số đó ở châu Á, có thể phải bỏ nhà đi nơi khác trong 30 năm tới do biến đổi khí hậu."
Cá voi giúp chống biến đổi khí hậu như thế nào?,https://vnexpress.net/ca-voi-giup-chong-bien-doi-khi-hau-nhu-the-nao-4429915.html,"Cá voi đóng vai trò như một bể chứa carbon, đồng thời kích thích sự phát triển của những sinh vật phù du hấp thụ khí nhà kính."
Hải lưu mạnh nhất thế giới đang yếu đi do băng tan,https://vnexpress.net/hai-luu-manh-nhat-the-gioi-dang-yeu-di-do-bang-tan-4856522.html,"Hải lưu vòng Nam Cực chảy chậm lại do nước ngọt từ băng tan tràn vào đại dương, có thể làm nhiễu loạn các hệ thống khí hậu thế giới."
Chính quyền ông Trump tìm cách thu hồi 20 tỷ USD tài trợ cho khí hậu,https://vnexpress.net/chinh-quyen-ong-trump-tim-cach-thu-hoi-20-ty-usd-tai-tro-cho-khi-hau-4849570.html,Giám đốc Cơ quan Bảo vệ Môi trường Mỹ tìm cách chấm dứt thỏa thuận giải ngân 20 tỷ USD cho khí hậu của chính quyền ông Biden.
"Ông Trump muốn tăng khai thác gỗ, áp thuế nhập khẩu lên 25%",https://vnexpress.net/ong-trump-muon-tang-khai-thac-go-ap-thue-nhap-khau-len-25-4856009.html,"Ông Trump muốn cắt giảm quy định môi trường nhằm tăng sản lượng gỗ trong nước, trước khi áp thuế nhập khẩu gỗ."
Biến đổi khí hậu đang khiến đại dương mất oxy,https://vnexpress.net/bien-doi-khi-hau-dang-khien-dai-duong-mat-oxy-4024846.html,"Sự suy giảm nồng độ oxy trong nước đang đe dọa hệ sinh thái biển, đặc biệt là những loài có kích thước lớn như cá mập và cá ngừ."
Biến đổi khí hậu khiến trẻ sinh non tăng,https://vnexpress.net/bien-doi-khi-hau-khien-tre-sinh-non-tang-4021574.html,"MỹCác nhà nghiên cứu phân tích dữ liệu 56 triệu ca sinh nổ, kết luận những ngày nhiệt độ hơn 32,2oC tỷ lệ sinh của các bà bầu tăng 5%."
Biến đổi khí hậu đe dọa 'quan tài hạt nhân',https://vnexpress.net/bien-doi-khi-hau-de-doa-quan-tai-hat-nhan-4011425.html,Mực nước biển không ngừng dâng cao do biến đổi khí hậu khiến vòm bê tông khổng lồ chứa chất thải phóng xạ ở quần đảo Marshall bắt đầu rạn nứt.
PVN đặt mục tiêu giảm thiểu biến đổi khí hậu,https://vnexpress.net/pvn-dat-muc-tieu-giam-thieu-bien-doi-khi-hau-4004039.html,"PVN đưa ra mục tiêu tới năm 2025 giảm 15,55 triệu tấn CO2 so với năm 2010 và năm 2030 giảm 23,53 triệu tấn CO2 so với năm 2025."
Phát động Cuộc thi mô hình ứng phó với biến đổi khí hậu,https://vnexpress.net/phat-dong-cuoc-thi-mo-hinh-ung-pho-voi-bien-doi-khi-hau-4404221.html,"Bộ Tài nguyên và Môi trường phát động cuộc thi đề xuất mô hình ứng phó với biến đổi khí hậu nhằm giảm nhẹ rủi ro thiên tai, chiều 16/12."
Nga phủ quyết văn kiện LHQ về biến đổi khí hậu,https://vnexpress.net/nga-phu-quyet-van-kien-lhq-ve-bien-doi-khi-hau-4402864.html,Nga bác bỏ dự thảo nghị quyết đầu tiên của LHQ coi biến đổi khí hậu là mối đe dọa với an ninh và hòa bình quốc tế.
Bảo hiểm có thể giúp châu Á vượt qua biến đổi khí hậu,https://vnexpress.net/bao-hiem-co-the-giup-chau-a-vuot-qua-bien-doi-khi-hau-4392976.html,"Bảo hiểm thiên tai, bảo hiểm nhân thọ và bảo hiểm mạng sẽ giúp nền kinh tế châu Á vượt qua biến đổi khí hậu và chuyển đổi số."
Việt Nam kêu gọi APEC chung tay ứng phó biến đổi khí hậu,https://vnexpress.net/viet-nam-keu-goi-apec-chung-tay-ung-pho-bien-doi-khi-hau-4384415.html,Chủ tịch nước Nguyễn Xuân Phúc kêu gọi các nền kinh tế cùng hành động ứng phó biến đổi khí hậu khi phát biểu tại Hội nghị thượng đỉnh doanh nghiệp APEC 2021.
10 tác động ít ai ngờ của biến đổi khí hậu,https://vnexpress.net/10-tac-dong-it-ai-ngo-cua-bien-doi-khi-hau-4383580.html,Biến đổi khí hậu không chỉ thể hiện ở những ví dụ rõ ràng như nước biển dâng mà còn tác động đến những thứ vô hình như trọng lực.
Jeff Bezos bàn về biến đổi khí hậu với Thái tử Charles,https://vnexpress.net/jeff-bezos-ban-ve-bien-doi-khi-hau-voi-thai-tu-charles-4380307.html,Nhà sáng lập Amazon khoe ảnh ông và người tình đang tươi cười với Thái tử Charles khi bàn về chống biến đổi khí hậu.
Tàu ngầm chế tạo băng chống biến đổi khí hậu,https://vnexpress.net/tau-ngam-che-tao-bang-chong-bien-doi-khi-hau-3964308.html,Mỗi tảng băng nhân tạo hình lục giác rộng 25 m được chế tạo từ tàu ngầm của nhóm thiết kế tại Indonesia có thể ngăn chặn sự nóng lên toàn cầu.
Việt - Mỹ sẽ thúc đẩy hợp tác giải quyết biến đổi khí hậu,https://vnexpress.net/viet-my-se-thuc-day-hop-tac-giai-quyet-bien-doi-khi-hau-4380112.html,"Thủ tướng Phạm Minh Chính và Tổng thống Joe Biden nhất trí thúc đẩy quan hệ Đối tác toàn diện Việt - Mỹ, trong đó có hợp tác về tài chính công nghệ để giải quyết các vấn đề khí hậu."
Việt Nam cam kết mạnh mẽ về ứng phó biến đổi khí hậu,https://vnexpress.net/viet-nam-cam-ket-manh-me-ve-ung-pho-bien-doi-khi-hau-4379555.html,"Trong điều kiện đất nước còn nhiều khó khăn, Việt Nam vẫn đưa ra cam kết ủng hộ các sáng kiến toàn cầu về ứng phó với biến đổi khí hậu."
Tỷ phú Bloomberg sẽ trả phí khí hậu từ Thỏa thuận Paris thay Mỹ,https://vnexpress.net/ty-phu-bloomberg-se-tra-phi-khi-hau-tu-thoa-thuan-paris-thay-my-4842802.html,"Quỹ từ thiện của tỷ phú Bloomberg sẽ chi trả khoản đóng góp khí hậu của Mỹ, lấp đầy khoảng trống ông Trump để lại sau sắc lệnh rút khỏi Thỏa thuận Paris."
'Uốn cong' sông ngòi giúp ngăn ngập lụt,https://vnexpress.net/uon-cong-song-ngoi-giup-ngan-ngap-lut-4794881.html,Giới nghiên cứu cho rằng khôi phục các khúc cong tự nhiên có thể ngăn chặn ngập lụt và tạo ra môi trường sống lành mạnh cho động vật hoang dã.
Bão mạnh hơn ở Đông Nam Á,https://vnexpress.net/bao-manh-hon-o-dong-nam-a-4794582.html,"Nghiên cứu mới đây nhất từ các nhà khoa học Mỹ và Singapore cho thấy biến đổi khí hậu đang làm thay đổi quỹ đạo và hành vi, khiến bão mạnh hơn ở Đông Nam Á và ngày càng hình thành ở gần bờ biển."
Mùa bão Đại Tây Dương 2024 hoạt động trên mức bình thường,https://vnexpress.net/mua-bao-dai-tay-duong-2024-hoat-dong-tren-muc-binh-thuong-4793470.html,Cơ quan Quản lý Khí quyển và Đại dương Quốc gia Mỹ (NOAA) dự báo mùa bão Đại Tây Dương 2024 sẽ có hoạt động trên mức bình thường tới hết tháng 11.
"Quy hoạch TP HCM cần thích ứng với biến đổi khí hậu, triều cường",https://vnexpress.net/quy-hoach-tp-hcm-can-thich-ung-voi-bien-doi-khi-hau-trieu-cuong-4356865.html,"Đến năm 2040 và tầm nhìn 20 năm sau, không gian đô thị TP HCM cần được phát triển phù hợp và thích ứng biến đổi khí hậu, ngập úng, triều cường, nước biển dâng."
Biến đổi khí hậu thay đổi kích thước cơ thể người,https://vnexpress.net/bien-doi-khi-hau-thay-doi-kich-thuoc-co-the-nguoi-4306586.html,Kích thước cơ thể trung bình của con người thay đổi đáng kể trong hàng triệu năm qua dưới ảnh hưởng của những thay đổi khí hậu.
'Chuyện rối rắm' không ai lo,https://vnexpress.net/chuyen-roi-ram-khong-ai-lo-4545496.html,Chuyên gia chính sách công
Người dân Madagascar hứng chịu nạn đói do biến đổi khí hậu,https://vnexpress.net/nguoi-dan-madagascar-hung-chiu-nan-doi-do-bien-doi-khi-hau-4346429.html,Madagascar đang đối mặt với nạn đói sau khi trải qua 4 năm lượng mưa thấp kỷ lục và biến đổi khí hậu là nguyên nhân chính gây ra thảm họa này.
Ý tưởng tạo màn che dài 100 km ngăn sông băng tan chảy,https://vnexpress.net/y-tuong-tao-man-che-dai-100-km-ngan-song-bang-tan-chay-4718876.html,Các nhà nghiên cứu đang tìm mọi cách ngăn dòng hải lưu ấm đến gần và làm sụp đổ sông băng ở tốc độ ngày càng nhanh như hiện nay.
